SchoolID,SchoolName,FullName,CPSUnit,Network,SchoolID,EducationalUnit,EduUnit,Total,White_No,White_Pct,AfricanAmerican_No,AfricanAmerican_Pct,PacificIslanderRetired_No,PacificIslanderRetired_Pct,NativeAmerican_No,NativeAmerican_Pct,Hispanic_No,Hispanic_Pct,MulitRacial_No,MulitRacial_Pct,Asian_No,Asian_Pct,Hawaiian_No,Hawaiian_Pct,NotAvailable_No,NotAvailable_Pct,lat,lng
400055,Noble Street Chtr - Rauner,Noble Street Charter - Rauner College Prep,1932,Charter,400055,Noble St Chtr HS - Rauner,NOBLE ST CHTR HS - RAUNER,640,13,2,50,7.8,0,0,9,1.4,560,87.5,7,1.1,0,0,0,0,1,0.2,41.8922657,-87.6609999
400056,Noble Street Chtr - Rowe Clark,Noble Street Charter - Rowe-Clark Math & Sci Acad,1933,Charter,400056,Noble St Chtr HS - Clark,NOBLE ST CHTR HS - CLARK,662,5,0.8,466,70.4,0,0,0,0,173,26.1,7,1.1,2,0.3,0,0,9,1.4,41.8951857,-87.71813209999999
400117,Noble Street Chtr - Silver HS,Noble Street Charter School - Silver,9034,Charter,400117,Noble St Chtr HS - Auburn-Grensham,NOBLE ST CHTR HS - AUBURN-GRENSHAM,498,0,0,488,98,0,0,0,0,8,1.6,0,0,1,0.2,0,0,1,0.2,41.7350463,-87.6509086
400057,Noble Street Chtr - Uic,Noble Street Charter - UIC College Prep,1936,Charter,400057,Nobel St Chtr HS - UIC College Prep,NOBEL ST CHTR HS - UIC COLLEGE PREP,851,22,2.6,201,23.6,0,0,4,0.5,576,67.7,8,0.9,36,4.2,0,0,4,0.5,41.8654229,-87.67564279999999
610354,North River,North River Elementary School,7890,Network 1,610354,North River,NORTH RIVER,403,9,2.2,7,1.7,0,0,3,0.7,368,91.3,3,0.7,4,1,1,0.2,8,2,41.9620879,-87.7075605
609691,North-grand HS,North-Grand High School,1140,Network 5,609691,North-Grand HS,NORTH-GRAND HS,910,4,0.4,66,7.3,0,0,3,0.3,833,91.5,1,0.1,2,0.2,1,0.1,0,0,41.9123295,-87.7351569
609744,Northside Learning HS,Northside Learning Center High School,1690,Network 1,609744,Northside Lrn Ctr HS,NORTHSIDE LRN CTR HS,284,44,15.5,87,30.6,1,0.4,0,0,138,48.6,1,0.4,13,4.6,0,0,0,0,41.9833796,-87.72158879999999
609749,Northside Prep HS,Northside College Preparatory High School,1740,Network 1,609749,Northside CPHS,NORTHSIDE CPHS,"1,069",429,40.1,97,9.1,2,0.2,4,0.4,270,25.3,46,4.3,191,17.9,3,0.3,27,2.5,41.981241,-87.70767099999999
610051,Northwest,Northwest Middle School,4600,Network 3,610051,Northwest Middle,NORTHWEST MIDDLE,667,13,1.9,24,3.6,0,0,1,0.1,625,93.7,2,0.3,2,0.3,0,0,0,0,41.9211855,-87.7581093
610099,Norwood Park,Norwood Park Elementary School,5120,Network 1,610099,Norwood Park,NORWOOD PARK,367,228,62.1,2,0.5,0,0,3,0.8,104,28.3,13,3.5,14,3.8,1,0.3,2,0.5,41.989235,-87.8026622
400058,Nth Lawndale Chtr - Christiana,North Lawndale College Prep Charter - Christiana,1105,Charter,400058,North Lawndale Chrt -Christiana,NORTH LAWNDALE CHRT -CHRISTIANA,425,0,0,419,98.6,0,0,0,0,5,1.2,1,0.2,0,0,0,0,0,0,41.8572115,-87.707832
400059,Nth Lawndale Chtr - Collins,North Lawndale College Prep Charter - Collins,1106,Charter,400059,North Lawndale Chrt - Collins,NORTH LAWNDALE CHRT - COLLINS,422,0,0,415,98.3,0,0,1,0.2,2,0.5,0,0,0,0,0,0,4,0.9,41.86452449999999,-87.7022152
610103,O'keeffe,Isabelle C O'Keeffe Elementary School,5180,AUSL,610103,O'Keeffe,O'KEEFFE,588,0,0,576,98,0,0,1,0.2,9,1.5,2,0.3,0,0,0,0,0,0,41.7683371,-87.5729967
610108,O'toole,Luke O'Toole Elementary School,5230,Network 11,610108,O'Toole,O'TOOLE,419,1,0.2,396,94.5,0,0,0,0,20,4.8,0,0,1,0.2,1,0.2,0,0,41.7741847,-87.67533379999999
610101,Ogden,William B Ogden Elementary School,5150,Network 6,610101,Ogden,OGDEN,822,404,49.1,113,13.7,1,0.1,4,0.5,113,13.7,54,6.6,123,15,2,0.2,8,1,41.90003069999999,-87.6294499
610529,Ogden HS,Ogden International High School,8083,Network 6,610529,Ogden HS,OGDEN HS,784,211,26.9,256,32.7,3,0.4,5,0.6,222,28.3,27,3.4,47,6,2,0.3,11,1.4,41.8937782,-87.6584693
610102,Oglesby,Richard J Oglesby Elementary School,5170,Network 11,610102,Oglesby,OGLESBY,480,0,0,474,98.8,0,0,0,0,4,0.8,2,0.4,0,0,0,0,0,0,41.7552011,-87.64538449999999
610569,Ombudsman 1 HS,Ombudsman #1,9634,Options,610569,Ombudsman No.1 HS,OMBUDSMAN NO.1 HS,70,23,32.9,19,27.1,0,0,1,1.4,24,34.3,2,2.9,0,0,0,0,1,1.4,42.0172747,-87.806905
610570,Ombudsman 2 HS,Ombudsman #2,9635,,,,,,,,,,,,,,,,,,,,,,,,,
610571,Ombudsman 3 HS,Ombudsman #3,9636,,,,,,,,,,,,,,,,,,,,,,,,,
610104,Onahan,William J Onahan Elementary School,5190,Network 1,610104,Onahan,ONAHAN,670,421,62.8,4,0.6,0,0,4,0.6,200,29.9,16,2.4,17,2.5,2,0.3,6,0.9,41.9937141,-87.7931358
610105,Oriole Park,Oriole Park Elementary School,5200,Network 1,610105,Oriole Park,ORIOLE PARK,661,461,69.7,8,1.2,0,0,1,0.2,132,20,9,1.4,46,7,4,0.6,0,0,41.9787866,-87.8120682
610329,Orozco,Orozco Fine Arts & Sciences Elementary School,7610,Network 7,610329,Orozco,OROZCO,616,3,0.5,5,0.8,0,0,6,1,592,96.1,0,0,2,0.3,0,0,8,1.3,41.8579867,-87.6750768
610389,Orr HS,Orr Academy High School,1830,AUSL,610389,Orr Academy HS,ORR ACADEMY HS,647,1,0.2,556,85.9,0,0,1,0.2,87,13.4,2,0.3,0,0,0,0,0,0,41.8940713,-87.7260458
609950,Ortiz De Dominguez,Josefa Ortiz De Dominguez Elementary School,3630,Network 7,609950,Ortiz De Dominguez,ORTIZ DE DOMINGUEZ,728,8,1.1,0,0,0,0,4,0.5,716,98.4,0,0,0,0,0,0,0,0,41.8382454,-87.717398
610107,Otis,James Otis Elementary School,5220,Network 6,610107,Otis,OTIS,635,21,3.3,124,19.5,0,0,4,0.6,477,75.1,8,1.3,1,0.2,0,0,0,0,41.89265390000001,-87.6655331
610109,Owen,William Bishop Owen Scholastic Academy ES,5240,Network 10,610109,Owen Magnet,OWEN MAGNET,252,4,1.6,222,88.1,0,0,0,0,19,7.5,4,1.6,0,0,1,0.4,2,0.8,41.74289479999999,-87.7055178
610111,Palmer,John Palmer Elementary School,5260,Network 1,610111,Palmer,PALMER,906,269,29.7,7,0.8,0,0,7,0.8,425,46.9,19,2.1,126,13.9,45,5,8,0.9,41.97296,-87.7386609
610115,Park Manor,Park Manor Elementary School,5290,Network 12,610115,Park Manor,PARK MANOR,355,0,0,347,97.7,0,0,0,0,5,1.4,1,0.3,2,0.6,0,0,0,0,41.7669065,-87.611601
610112,Parker,Francis W Parker Elementary Community Academy,5270,Network 11,610112,Parker,PARKER,791,1,0.1,763,96.5,0,0,0,0,24,3,1,0.1,0,0,0,0,2,0.3,41.7708441,-87.63258569999999
610116,Parkside,Parkside Elementary Community Academy,5300,Network 12,610116,Parkside,PARKSIDE,295,0,0,290,98.3,0,0,1,0.3,3,1,1,0.3,0,0,0,0,0,0,41.7686134,-87.58320189999999
610117,Pasteur,Louis Pasteur Elementary School,5310,Network 8,610117,Pasteur,PASTEUR,"1,222",55,4.5,6,0.5,0,0,10,0.8,"1,126",92.1,7,0.6,11,0.9,1,0.1,6,0.5,41.7871479,-87.7324652
610557,Pathways Education HS,Pathways in Education,8687,Options,610557,Pathways to Education HS,PATHWAYS TO EDUCATION HS,310,6,1.9,101,32.6,0,0,2,0.6,199,64.2,0,0,0,0,0,0,2,0.6,41.7352401,-87.7038724
610568,Pathways Education HS - Avondale,Pathways in Education Avondale,9633,Options,610568,Pathways to Ed - Avondale HS,PATHWAYS TO ED - AVONDALE HS,161,8,5,39,24.2,0,0,0,0,109,67.7,3,1.9,0,0,1,0.6,1,0.6,41.939609,-87.705423
609680,Payton HS,Walter Payton College Preparatory High School,1090,Network 6,609680,Payton CPHS,PAYTON CPHS,819,298,36.4,143,17.5,2,0.2,3,0.4,184,22.5,38,4.6,79,9.6,2,0.2,70,8.5,41.901666,-87.635232
610386,Peace & Education HS,Peace & Education Coalition High School,1123,Options,610386,Peace & Education Alt HS,PEACE & EDUCATION ALT HS,160,4,2.5,59,36.9,0,0,0,0,95,59.4,2,1.3,0,0,0,0,0,0,41.80356,-87.667613
610120,Peck,Ferdinand Peck Elementary School,5340,Network 8,610120,Peck,PECK,"1,608",33,2.1,12,0.7,0,0,6,0.4,"1,548",96.3,2,0.1,7,0.4,0,0,0,0,41.7882691,-87.7193163
610122,Peirce,Helen Peirce International Studies ES,5360,Network 2,610122,Peirce,PEIRCE,"1,041",204,19.6,87,8.4,0,0,9,0.9,623,59.8,48,4.6,70,6.7,0,0,0,0,41.9832047,-87.66673879999999
610123,Penn,William Penn Elementary School,5370,Network 5,610123,Penn,PENN,404,0,0,353,87.4,0,0,1,0.2,48,11.9,0,0,1,0.2,0,0,1,0.2,41.8583372,-87.7217845
609872,Perez,Manuel Perez Elementary School,2930,Network 7,609872,Perez,PEREZ,349,1,0.3,4,1.1,0,0,0,0,342,98,0,0,2,0.6,0,0,0,0,41.8556453,-87.6583843
610126,Pershing,John J Pershing Elementary Humanities Magnet,5400,Network 9,610126,Pershing E. Magnet,PERSHING E. MAGNET,447,5,1.1,422,94.4,0,0,0,0,13,2.9,2,0.4,3,0.7,0,0,2,0.4,41.8359146,-87.61854799999999
400062,Perspectives Chtr - Calumet Tech,Perspectives Charter - Calumet Technology,1962,Charter,400062,Perspectives Chrt - Cal Tech HS,PERSPECTIVES CHRT - CAL TECH HS,494,1,0.2,486,98.4,0,0,0,0,4,0.8,1,0.2,0,0,0,0,2,0.4,41.7461051,-87.6522342
400066,Perspectives Chtr - Iit,Perspectives Charter - IIT Math & Science Academy,1964,Charter,400066,Perspectives Chrt - ITT Math/Science,PERSPECTIVES CHRT - ITT MATH/SCIENCE,586,8,1.4,545,93,1,0.2,0,0,17,2.9,8,1.4,2,0.3,0,0,5,0.9,41.8279863,-87.6243999
400064,Perspectives Chtr - Joslin,Perspectives Charter - Rodney D Joslin,1960,Charter,400064,Perspectives Chrt  - Joslin,PERSPECTIVES CHRT  - JOSLIN,385,9,2.3,262,68.1,1,0.3,0,0,95,24.7,7,1.8,7,1.8,1,0.3,3,0.8,41.8563189,-87.62813539999999
400061,Perspectives Chtr - Leadership Academy,Perspectives Charter Leadership Academy HS,1961,Charter,400061,Perspectives Chrt - Calumet HS,PERSPECTIVES CHRT - CALUMET HS,754,1,0.1,741,98.3,0,0,1,0.1,4,0.5,6,0.8,0,0,0,0,1,0.1,41.7461051,-87.6522342
610127,Peterson,Mary Gage Peterson Elementary School,5410,Network 1,610127,Peterson,PETERSON,860,220,25.6,42,4.9,0,0,6,0.7,312,36.3,30,3.5,248,28.8,2,0.2,0,0,41.9816988,-87.71283419999999
609727,Phillips HS,Wendell Phillips Academy High School,1510,AUSL,609727,Phillips HS,PHILLIPS HS,670,2,0.3,653,97.5,0,0,2,0.3,6,0.9,5,0.7,2,0.3,0,0,0,0,41.823806,-87.6199445
610304,Phoenix Military HS,Phoenix Military Academy High School,7310,Military,610304,Phoenix Mil Acad HS,PHOENIX MIL ACAD HS,497,1,0.2,127,25.6,0,0,0,0,366,73.6,2,0.4,1,0.2,0,0,0,0,41.87891750000001,-87.68838799999999
610106,Piccolo,Brian Piccolo Elementary Specialty School,5210,AUSL,610106,Piccolo,PICCOLO,544,4,0.7,334,61.4,0,0,1,0.2,202,37.1,2,0.4,0,0,1,0.2,0,0,41.90021429999999,-87.7318907
610129,Pickard,Josiah Pickard Elementary School,5430,Network 7,610129,Pickard,PICKARD,614,7,1.1,18,2.9,0,0,1,0.2,585,95.3,1,0.2,0,0,0,0,2,0.3,41.8524745,-87.68399959999999
610013,Pilsen,Pilsen Elementary Community Academy,4210,Network 7,610013,Pilsen,PILSEN,439,1,0.2,33,7.5,0,0,2,0.5,398,90.7,3,0.7,2,0.5,0,0,0,0,41.8590571,-87.66316900000001
610130,Pirie,John T Pirie Fine Arts & Academic Center ES,5440,Network 12,610130,Pirie,PIRIE,394,0,0,390,99,0,0,0,0,1,0.3,3,0.8,0,0,0,0,0,0,41.7406771,-87.6084994
610131,Plamondon,Ambrose Plamondon Elementary School,5450,Network 5,610131,Plamondon,PLAMONDON,163,0,0,37,22.7,0,0,0,0,124,76.1,2,1.2,0,0,0,0,0,0,41.8605584,-87.69261279999999
400068,Plato Contr,Plato Learning Academy Elementary School,2045,Contract,400068,Plato Learning Acad,PLATO LEARNING ACAD,475,0,0,473,99.6,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,41.8725068,-87.7635021
610132,Poe,Edgar Allan Poe Elementary Classical School,5460,Network 13,610132,Poe Classical,POE CLASSICAL,193,3,1.6,182,94.3,0,0,0,0,6,3.1,1,0.5,0,0,0,0,1,0.5,41.702558,-87.60630979999999
400069,Polaris Chtr Campus,Polaris Charter Academy Elementary School,4150,Charter,400069,Polaris Charter Acad,POLARIS CHARTER ACAD,442,1,0.2,399,90.3,0,0,0,0,37,8.4,1,0.2,0,0,0,0,4,0.9,41.8923773,-87.7080654
610135,Portage Park,Portage Park Elementary School,5490,Network 1,610135,Portage Park,PORTAGE PARK,"1,114",341,30.6,24,2.2,0,0,13,1.2,686,61.6,16,1.4,24,2.2,8,0.7,2,0.2,41.9571504,-87.76110419999999
610281,Powell,Adam Clayton Powell Paideia Community Academy ES,7010,Network 12,610281,Powell,POWELL,564,0,0,553,98,0,0,0,0,9,1.6,1,0.2,1,0.2,0,0,0,0,41.760168,-87.55610899999999
610136,Prescott,William H Prescott Elementary School,5500,Network 4,610136,Prescott,PRESCOTT,288,99,34.4,39,13.5,0,0,2,0.7,122,42.4,15,5.2,10,3.5,0,0,1,0.3,41.9290816,-87.66922749999999
610533,Prieto,Dr Jorge Prieto Math and Science,8023,Network 3,610533,Prieto,PRIETO,"1,051",18,1.7,36,3.4,0,0,1,0.1,994,94.6,1,0.1,1,0.1,0,0,0,0,41.9211341,-87.7651628
610229,Pritzker,A.N. Pritzker School,6460,Network 6,610229,Pritzker,PRITZKER,699,164,23.5,259,37.1,0,0,0,0,219,31.3,33,4.7,21,3,2,0.3,1,0.1,41.9068861,-87.6780938
400070,Prologue HS,Prologue Early College High School,1135,Contract,400070,Prologue Early College HS,PROLOGUE EARLY COLLEGE HS,231,8,3.5,179,77.5,0,0,0,0,39,16.9,1,0.4,1,0.4,0,0,3,1.3,41.902656,-87.66338760000001
400109,Prologue-johnston Chtr HS,Prologue-Joshua Johnston Charter School,8670,Charter,400109,Prologue Chrt - Johnston HS,PROLOGUE CHRT - JOHNSTON HS,251,0,0,247,98.4,0,0,0,0,3,1.2,1,0.4,0,0,0,0,0,0,41.72089440000001,-87.66231169999999
609679,Prosser HS,Charles Allen Prosser Career Academy High School,1070,Network 3,609679,Prosser HS,PROSSER HS,"1,514",67,4.4,322,21.3,0,0,8,0.5,"1,099",72.6,8,0.5,8,0.5,2,0.1,0,0,41.9193548,-87.7618808
400071,Providence Chtr - Bunche,Providence Englewood Charter - Bunche,6700,Charter,400071,Providence-Englewood Chrt,PROVIDENCE-ENGLEWOOD CHRT,471,0,0,426,90.4,0,0,0,0,7,1.5,2,0.4,0,0,2,0.4,34,7.2,41.7755601,-87.6640159
610137,Prussing,Ernst Prussing Elementary School,5510,Network 1,610137,Prussing,PRUSSING,687,325,47.3,13,1.9,1,0.1,4,0.6,254,37,6,0.9,36,5.2,5,0.7,43,6.3,41.965887,-87.77296
610138,Pulaski,Pulaski International School of Chicago,5520,Network 6,610138,Pulaski,PULASKI,895,97,10.8,9,1,0,0,6,0.7,741,82.8,17,1.9,9,1,0,0,16,1.8,41.918734,-87.68377149999999
610139,Pullman,George M Pullman Elementary School,5530,Network 13,610139,Pullman,PULLMAN,254,0,0,191,75.2,0,0,1,0.4,51,20.1,3,1.2,0,0,0,0,8,3.1,41.6888097,-87.60953300000001
610334,Raby HS,Al Raby High School,7690,OS4,610334,Raby HS,RABY HS,513,0,0,493,96.1,0,0,1,0.2,17,3.3,0,0,0,0,2,0.4,0,0,41.8860663,-87.7156456
609941,Randolph,Asa Philip Randolph Elementary School,3550,Network 11,609941,Randolph Magnet,RANDOLPH MAGNET,500,1,0.2,478,95.6,0,0,0,0,15,3,6,1.2,0,0,0,0,0,0,41.760634,-87.67637959999999
610141,Ravenswood,Ravenswood Elementary School,5550,Network 2,610141,Ravenswood,RAVENSWOOD,508,200,39.4,51,10,0,0,0,0,213,41.9,24,4.7,16,3.1,2,0.4,2,0.4,41.9610293,-87.67126119999999
610142,Ray,William H Ray Elementary School,5560,Network 9,610142,Ray,RAY,721,146,20.2,399,55.3,0,0,2,0.3,54,7.5,43,6,72,10,1,0.1,4,0.6,41.7922303,-87.5943728
610143,Reavis,William C Reavis Math & Science Specialty ES,5580,OS4,610143,Reavis,REAVIS,304,1,0.3,296,97.4,0,0,0,0,3,1,0,0,1,0.3,3,1,0,0,41.80433,-87.605137
610144,Reilly,Frank W Reilly Elementary School,5590,Network 4,610144,Reilly,REILLY,"1,150",49,4.3,15,1.3,0,0,6,0.5,"1,058",92,7,0.6,10,0.9,4,0.3,1,0.1,41.9410275,-87.719067
610145,Reinberg,Peter A Reinberg Elementary School,5600,Network 1,610145,Reinberg,REINBERG,840,241,28.7,12,1.4,0,0,1,0.1,550,65.5,11,1.3,22,2.6,1,0.1,2,0.2,41.94260209999999,-87.7690709
610146,Revere,Paul Revere Elementary School,5610,Network 12,610146,Revere,REVERE,324,0,0,322,99.4,0,0,0,0,1,0.3,1,0.3,0,0,0,0,0,0,41.7644336,-87.6000725
609682,Richards HS,Ellen H Richards Career Academy High School,1110,OS4,609682,Richards HS,RICHARDS HS,385,1,0.3,146,37.9,0,0,1,0.3,234,60.8,1,0.3,1,0.3,0,0,1,0.3,41.8028204,-87.66196459999999
610390,Rickover HS,Hyman G Rickover Naval Academy High School,7140,Military,610390,Rickover Naval HS,RICKOVER NAVAL HS,507,48,9.5,60,11.8,0,0,4,0.8,371,73.2,5,1,19,3.7,0,0,0,0,41.9892455,-87.6666223
609707,Robeson HS,Paul Robeson High School,1320,Network 11,609707,Robeson HS,ROBESON HS,372,0,0,371,99.7,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,41.7702519,-87.6368723
610256,Robinson,Jackie Robinson Elementary School,6780,OS4,610256,Robinson,ROBINSON,135,0,0,133,98.5,0,0,0,0,1,0.7,0,0,1,0.7,0,0,0,0,41.817471,-87.598843
610147,Rogers,Philip Rogers Elementary School,5630,Network 2,610147,Rogers,ROGERS,752,134,17.8,126,16.8,0,0,4,0.5,310,41.2,6,0.8,171,22.7,1,0.1,0,0,42.0153797,-87.69676
609728,Roosevelt HS,Theodore Roosevelt High School,1520,Network 1,609728,Roosevelt HS,ROOSEVELT HS,"1,437",72,5,157,10.9,1,0.1,5,0.3,"1,042",72.5,9,0.6,86,6,2,0.1,63,4.4,41.9650389,-87.7144907
400096,Rowe,Rowe Elementary School,8077,Charter,400096,Rowe,ROWE,588,15,2.6,77,13.1,0,0,1,0.2,460,78.2,5,0.9,2,0.3,0,0,28,4.8,41.9078093,-87.6645798
610308,Rudolph,Wilma Rudolph Elementary Learning Center,7350,Network 6,610308,Rudolph Lrng Ctr,RUDOLPH LRNG CTR,109,9,8.3,44,40.4,0,0,0,0,50,45.9,1,0.9,3,2.8,1,0.9,1,0.9,41.8835995,-87.66937539999999
610152,Ruggles,Martha Ruggles Elementary School,5660,Network 12,610152,Ruggles,RUGGLES,410,0,0,404,98.5,0,0,0,0,3,0.7,2,0.5,0,0,1,0.2,0,0,41.7519718,-87.6177101
610125,Ruiz,Irma C Ruiz Elementary School,5390,Network 7,610125,Ruiz,RUIZ,897,14,1.6,1,0.1,0,0,5,0.6,874,97.4,3,0.3,0,0,0,0,0,0,41.8479002,-87.6812235
610153,Ryder,William H Ryder Math & Science Specialty ES,5670,Network 11,610153,Ryder,RYDER,410,0,0,393,95.9,0,0,0,0,4,1,0,0,0,0,1,0.2,12,2.9,41.73517349999999,-87.6394761
610342,Sabin,Albert R Sabin Elementary Magnet School,7790,Network 5,610342,Sabin Magnet,SABIN MAGNET,626,9,1.4,102,16.3,0,0,7,1.1,494,78.9,6,1,2,0.3,0,0,6,1,41.9072003,-87.6828914
610250,Salazar,Rueben Salazar Elementary Bilingual Center,6720,Network 6,610250,Salazar Bilingual,SALAZAR BILINGUAL,405,8,2,77,19,0,0,1,0.2,310,76.5,1,0.2,8,2,0,0,0,0,41.9014848,-87.6340307
610226,Sandoval,Socorro Sandoval Elementary School,6430,Network 8,610226,Sandoval,SANDOVAL,"1,133",14,1.2,15,1.3,0,0,4,0.4,"1,091",96.3,0,0,3,0.3,0,0,6,0.5,41.79301419999999,-87.71237339999999
610017,Saucedo,Maria Saucedo Elementary Scholastic Academy,4250,Network 7,610017,Saucedo Magnet,SAUCEDO MAGNET,"1,281",3,0.2,21,1.6,0,0,10,0.8,"1,228",95.9,4,0.3,0,0,0,0,15,1.2,41.8478891,-87.69538109999999
610155,Sauganash,Sauganash Elementary School,5690,Network 1,610155,Sauganash,SAUGANASH,553,290,52.4,9,1.6,0,0,1,0.2,138,25,12,2.2,101,18.3,2,0.4,0,0,41.9912865,-87.74636369999999
610157,Sawyer,Sidney Sawyer Elementary School,5710,Network 8,610157,Sawyer,SAWYER,"1,837",21,1.1,12,0.7,0,0,3,0.2,"1,797",97.8,3,0.2,0,0,0,0,1,0.1,41.7976971,-87.7050688
610158,Sayre,Harriet E Sayre Elementary Language Academy,5720,Network 3,610158,Sayre,SAYRE,571,68,11.9,223,39.1,0,0,1,0.2,246,43.1,28,4.9,4,0.7,0,0,1,0.2,41.9138284,-87.79926669999999
610159,Scammon,Jonathan Y Scammon Elementary School,5730,Network 1,610159,Scammon,SCAMMON,872,54,6.2,8,0.9,0,0,5,0.6,775,88.9,9,1,15,1.7,3,0.3,3,0.3,41.9413315,-87.73284029999999
610178,Schmid,Theophilus Schmid Elementary School,5950,Network 12,610178,Schmid,SCHMID,208,1,0.5,196,94.2,0,0,1,0.5,9,4.3,1,0.5,0,0,0,0,0,0,41.7175507,-87.5970387
610297,School Of Leadrshp HS,High School of Leadership at South Shore,7230,,,,,,,,,,,,,,,,,,,,,,,,,
610165,Schubert,Franz Peter Schubert Elementary School,5800,Network 3,610165,Schubert,SCHUBERT,967,32,3.3,12,1.2,0,0,1,0.1,917,94.8,2,0.2,2,0.2,0,0,1,0.1,41.9303572,-87.76127439999999
609729,Schurz HS,Carl Schurz High School,1530,Network 1,609729,Schurz HS,SCHURZ HS,"2,379",134,5.6,219,9.2,0,0,15,0.6,"1,930",81.1,15,0.6,24,1,2,0.1,40,1.7,41.947268,-87.73561199999999
609730,Senn HS,Nicholas Senn High School,1540,Network 2,609730,Senn HS,SENN HS,"1,162",108,9.3,327,28.1,0,0,5,0.4,521,44.8,33,2.8,161,13.9,6,0.5,1,0.1,41.9892455,-87.6666223
610167,Seward,William H Seward Communication Arts Academy ES,5820,Network 8,610167,Seward,SEWARD,849,10,1.2,4,0.5,0,0,0,0,834,98.2,0,0,1,0.1,0,0,0,0,41.809893,-87.66888639999999
400073,Shabazz Chtr - Dusable,Betty Shabazz Intl Charter - DuSable Leadership,4140,Charter,400073,Shabazz Chrt - DuSable,SHABAZZ CHRT - DUSABLE,234,0,0,230,98.3,0,0,0,0,2,0.9,1,0.4,0,0,0,0,1,0.4,41.8045878,-87.6247619
400072,Shabazz Chtr - Shabazz,Betty Shabazz Intl Charter,4520,Charter,400072,Shabazz Charter,SHABAZZ CHARTER,324,0,0,263,81.2,0,0,1,0.3,1,0.3,3,0.9,0,0,0,0,56,17.3,41.7526674,-87.60035429999999
400074,Shabazz Chtr - Sizemore,Betty Shabazz Intl Charter - Barbara A Sizemore,5130,Charter,400074,Shabazz Chrt - Sizmore,SHABAZZ CHRT - SIZMORE,286,0,0,263,92,0,0,0,0,2,0.7,0,0,0,0,0,0,21,7.3,41.7678338,-87.6675638
610081,Sheridan,Mark Sheridan Elementary Math & Science Academy,4920,Network 6,610081,Sheridan Magnet,SHERIDAN MAGNET,545,156,28.6,96,17.6,0,0,0,0,114,20.9,16,2.9,162,29.7,1,0.2,0,0,41.8442331,-87.64119889999999
610172,Sherman,William T Sherman Elementary School,5890,AUSL,610172,Sherman,SHERMAN,391,0,0,371,94.9,0,0,0,0,20,5.1,0,0,0,0,0,0,0,0,41.7998366,-87.6504673
610173,Sherwood,Jesse Sherwood Elementary School,5900,Network 11,610173,Sherwood,SHERWOOD,407,1,0.2,395,97.1,0,0,1,0.2,7,1.7,2,0.5,0,0,0,0,1,0.2,41.7906272,-87.6322292
610174,Shields,James Shields Elementary School,5910,Network 8,610174,Shields,SHIELDS,"1,051",17,1.6,8,0.8,0,0,2,0.2,"1,021",97.1,1,0.1,1,0.1,1,0.1,0,0,41.8159166,-87.6895483
610559,Shields Middle,James Shields Middle School,9597,Network 8,610559,Shields Middle,SHIELDS MIDDLE,717,6,0.8,5,0.7,0,0,6,0.8,698,97.4,0,0,1,0.1,1,0.1,0,0,41.80650929999999,-87.6897709
610175,Shoesmith,Beulah Shoesmith Elementary School,5920,Network 9,610175,Shoesmith,SHOESMITH,343,4,1.2,324,94.5,0,0,0,0,8,2.3,2,0.6,4,1.2,0,0,1,0.3,41.8047591,-87.5943398
610176,Shoop,John D Shoop Math-Science Technical Academy ES,5930,Network 13,610176,Shoop,SHOOP,502,0,0,496,98.8,0,0,0,0,6,1.2,0,0,0,0,0,0,0,0,41.69143529999999,-87.6585877
609692,Simeon HS,Neal F Simeon Career Academy High School,1150,Network 11,609692,Simeon HS,SIMEON HS,"1,467",0,0,"1,446",98.6,0,0,0,0,8,0.5,13,0.9,0,0,0,0,0,0,41.746942,-87.634677
609750,Simpson HS,Simpson Academy High School for Young Women,1750,Options,609750,Simpson HS,SIMPSON HS,87,1,1.1,63,72.4,0,0,0,0,20,23,1,1.1,0,0,0,0,2,2.3,41.8646142,-87.6683561
610177,Skinner,Mark Skinner Elementary School,5940,Network 6,610177,Skinner Classical,SKINNER CLASSICAL,903,209,23.1,352,39,0,0,7,0.8,109,12.1,22,2.4,186,20.6,2,0.2,16,1.8,41.8795976,-87.6591186
610534,Skinner North,Skinner North,8024,Network 4,610534,Skinner North,SKINNER NORTH,368,152,41.3,55,14.9,0,0,1,0.3,42,11.4,25,6.8,91,24.7,2,0.5,0,0,41.9053006,-87.6452217
609978,Smith,Wendell Smith Elementary School,3870,Network 13,609978,Smith W.,SMITH W.,343,3,0.9,338,98.5,0,0,0,0,2,0.6,0,0,0,0,0,0,0,0,41.7074789,-87.6053889
610179,Smyser,Washington D Smyser Elementary School,5960,Network 1,610179,Smyser,SMYSER,"1,006",380,37.8,7,0.7,0,0,5,0.5,568,56.5,11,1.1,32,3.2,3,0.3,0,0,41.9590292,-87.7821491
610180,Smyth,John M Smyth Elementary School,5970,OS4,610180,Smyth J.,SMYTH J.,512,8,1.6,472,92.2,0,0,0,0,25,4.9,1,0.2,6,1.2,0,0,0,0,41.8649951,-87.6540125
