SchoolID,SchoolName,FullName,CPSUnit,Network,SchoolID,EducationalUnit,EduUnit,Total,White_No,White_Pct,AfricanAmerican_No,AfricanAmerican_Pct,PacificIslanderRetired_No,PacificIslanderRetired_Pct,NativeAmerican_No,NativeAmerican_Pct,Hispanic_No,Hispanic_Pct,MulitRacial_No,MulitRacial_Pct,Asian_No,Asian_Pct,Hawaiian_No,Hawaiian_Pct,NotAvailable_No,NotAvailable_Pct,lat,lng
610182,Solomon,Hannah G Solomon Elementary School,5980,Network 1,610182,Solomon,SOLOMON,357,158,44.3,14,3.9,0,0,0,0,50,14,11,3.1,124,34.7,0,0,0,0,41.9940348,-87.72466849999999
610543,Solorio HS,Eric Solorio Academy High School,8550,AUSL,610543,Solorio HS,SOLORIO HS,"1,068",17,1.6,41,3.8,0,0,6,0.6,"1,002",93.8,1,0.1,1,0.1,0,0,0,0,41.7951935,-87.7116076
609990,South Loop,South Loop Elementary School,3960,Network 6,609990,South Loop,SOUTH LOOP,867,237,27.3,393,45.3,0,0,1,0.1,83,9.6,33,3.8,100,11.5,20,2.3,0,0,41.8668292,-87.62894140000002
610547,South Shore Intl HS,South Shore Intl College Prep High School,8676,Network 12,610547,South Shore Intl HS,SOUTH SHORE INTL HS,572,1,0.2,550,96.2,0,0,0,0,16,2.8,3,0.5,1,0.2,1,0.2,0,0,41.7583583,-87.5768501
610530,Southshore,South Shore Fine Arts Academy,2015,Network 12,610530,South Shore,SOUTH SHORE,503,0,0,487,96.8,0,0,0,0,6,1.2,6,1.2,1,0.2,0,0,3,0.6,41.7672347,-87.59025280000002
609745,Southside HS,Southside Occupational Academy High School,1700,Network 11,609745,Southside Occp HS,SOUTHSIDE OCCP HS,228,7,3.1,175,76.8,0,0,0,0,44,19.3,0,0,0,0,2,0.9,0,0,41.7598391,-87.6760302
610183,Spencer Tech Acad,Spencer Technology Academy,6000,Network 3,610183,Spencer,SPENCER,864,1,0.1,852,98.6,0,0,0,0,11,1.3,0,0,0,0,0,0,0,0,41.8848557,-87.75074769999999
610184,Spry,John Spry Elementary Community School,6010,Network 7,610184,Spry,SPRY,734,6,0.8,1,0.1,0,0,0,0,716,97.5,0,0,0,0,0,0,11,1.5,41.8478175,-87.69972229999999
610357,Spry HS,Spry Community Links High School,7930,Network 7,610357,Spry Comm Links HS,SPRY COMM LINKS HS,189,1,0.5,2,1.1,0,0,0,0,186,98.4,0,0,0,0,0,0,0,0,41.8478175,-87.69972229999999
610339,Stagg,Amos Alonzo Stagg Elementary School,7760,AUSL,610339,Stagg,STAGG,589,1,0.2,580,98.5,0,0,0,0,5,0.8,1,0.2,2,0.3,0,0,0,0,41.7587011,-87.6493411
609732,Steinmetz College Prep HS,Charles P Steinmetz College Preparatory HS,1560,Network 3,609732,Steinmetz HS,STEINMETZ HS,"1,809",191,10.6,227,12.5,0,0,14,0.8,"1,331",73.6,6,0.3,36,2,1,0.1,3,0.2,41.935631,-87.78415199999999
610548,Stem ES,STEM Magnet Academy,8678,Network 6,610548,STEM Elementary,STEM ELEMENTARY,334,60,18,109,32.6,0,0,0,0,90,26.9,9,2.7,63,18.9,3,0.9,0,0,41.868721,-87.66438140000001
610185,Stevenson,Adlai E Stevenson Elementary School,6030,Network 10,610185,Stevenson,STEVENSON,"1,264",57,4.5,68,5.4,0,0,5,0.4,"1,126",89.1,3,0.2,3,0.2,1,0.1,1,0.1,41.7471357,-87.7319927
610163,Stock,Frederick Stock Elementary School,5770,Network 1,610163,Stock,STOCK,241,125,51.9,7,2.9,0,0,1,0.4,34,14.1,2,0.8,10,4.1,1,0.4,61,25.3,42.0167079,-87.8144064
610191,Stone,Stone Elementary Scholastic Academy,6070,Network 2,610191,Stone Magnet,STONE MAGNET,634,220,34.7,116,18.3,0,0,2,0.3,122,19.2,26,4.1,146,23,2,0.3,0,0,41.9954156,-87.6843866
610192,Stowe,Harriet Beecher Stowe Elementary School,6080,Network 5,610192,Stowe,STOWE,794,7,0.9,50,6.3,0,0,4,0.5,721,90.8,4,0.5,0,0,0,0,8,1,41.9126433,-87.7131134
610405,Suder,Suder Montessori Magnet ES,6340,Network 6,610405,Suder Montessori,SUDER MONTESSORI,417,70,16.8,253,60.7,0,0,1,0.2,52,12.5,15,3.6,19,4.6,0,0,7,1.7,41.8831457,-87.67721
609733,Sullivan HS,Roger C Sullivan High School,1570,Network 2,609733,Sullivan HS,SULLIVAN HS,708,31,4.4,305,43.1,0,0,4,0.6,263,37.1,11,1.6,92,13,2,0.3,0,0,42.0023031,-87.6692692
610194,Sumner,Charles Sumner  Math & Science Community Acad ES,6110,Network 5,610194,Sumner,SUMNER,417,0,0,411,98.6,0,0,0,0,4,1,0,0,1,0.2,1,0.2,0,0,41.8705731,-87.734166
610195,Sutherland,Elizabeth H Sutherland Elementary School,6120,Network 10,610195,Sutherland,SUTHERLAND,737,296,40.2,383,52,0,0,1,0.1,41,5.6,13,1.8,3,0.4,0,0,0,0,41.711022,-87.67630799999999
610196,Swift,George B Swift Elementary Specialty School,6130,Network 2,610196,Swift,SWIFT,696,114,16.4,229,32.9,0,0,7,1,227,32.6,25,3.6,92,13.2,2,0.3,0,0,41.98899429999999,-87.6585765
609734,Taft HS,William Howard Taft High School,1580,Network 1,609734,Taft HS,TAFT HS,"3,195","1,534",48,67,2.1,4,0.1,9,0.3,"1,270",39.7,58,1.8,244,7.6,3,0.1,6,0.2,41.9828878,-87.79197529999999
610197,Talcott,Mancel Talcott Elementary School,6140,Network 6,610197,Talcott,TALCOTT,535,40,7.5,33,6.2,0,0,1,0.2,445,83.2,12,2.2,4,0.7,0,0,0,0,41.8927413,-87.6742009
610249,Talman,Talman Elementary School,6680,Network 8,610249,Talman,TALMAN,419,1,0.2,5,1.2,0,0,1,0.2,411,98.1,0,0,0,0,0,0,1,0.2,41.7941537,-87.690652
610279,Tanner,Henry O Tanner Elementary School,6970,Network 12,610279,Tanner,TANNER,404,1,0.2,396,98,0,0,0,0,2,0.5,2,0.5,0,0,0,0,3,0.7,41.76066700000001,-87.6069055
610396,Tarkington,Tarkington School of Excellence ES,7160,AUSL,610396,Tarkington,TARKINGTON,"1,056",4,0.4,213,20.2,0,0,7,0.7,823,77.9,9,0.9,0,0,0,0,0,0,41.7645049,-87.70631399999999
610198,Taylor,Douglas Taylor Elementary School,6150,Network 13,610198,Taylor,TAYLOR,590,5,0.8,57,9.7,0,0,5,0.8,521,88.3,2,0.3,0,0,0,0,0,0,41.7156267,-87.5332614
610506,Team HS,TEAM Englewood Community Academy High School,8080,Network 11,610506,TEAM HS,TEAM HS,407,0,0,398,97.8,0,0,1,0.2,8,2,0,0,0,0,0,0,0,0,41.781949,-87.63442270000002
609921,Telpochcalli,Telpochcalli Elementary School,3380,OS4,609921,Telpochcalli,TELPOCHCALLI,308,2,0.6,5,1.6,0,0,0,0,299,97.1,2,0.6,0,0,0,0,0,0,41.8478891,-87.69538109999999
610504,Thomas,Velma F Thomas Early Childhood Center,6710,Network 8,610504,Thomas,THOMAS,176,10,5.7,5,2.8,0,0,1,0.6,150,85.2,2,1.1,5,2.8,0,0,3,1.7,41.827807,-87.67763289999999
610200,"Thorp, J",James N Thorp Elementary School,6180,Network 12,610200,Thorp J. N.,THORP J. N.,413,4,1,319,77.2,0,0,1,0.2,89,21.5,0,0,0,0,0,0,0,0,41.732887,-87.5450539
610201,"Thorp, O",Ole A Thorp Elementary Scholastic Academy,6190,Network 1,610201,Thorp O. A. Magnet,THORP O. A. MAGNET,846,249,29.4,105,12.4,0,0,10,1.2,335,39.6,32,3.8,66,7.8,3,0.4,46,5.4,41.94894499999999,-87.777823
609735,Tilden HS,Edward Tilden Career Community Academy HS,1590,OS4,609735,Tilden HS,TILDEN HS,345,27,7.8,232,67.2,0,0,0,0,72,20.9,5,1.4,6,1.7,0,0,3,0.9,41.8075276,-87.64235269999999
610065,Till,Emmett Louis Till Math and Science Academy,4740,Network 9,610065,Till,TILL,421,0,0,415,98.6,0,0,0,0,1,0.2,0,0,0,0,1,0.2,4,1,41.7755789,-87.6091119
610202,Tilton,George W Tilton Elementary School,6210,Network 5,610202,Tilton,TILTON,448,0,0,434,96.9,0,0,0,0,4,0.9,2,0.4,0,0,0,0,8,1.8,41.884245,-87.72974599999999
610203,Tonti,Enrico Tonti Elementary School,6220,Network 8,610203,Tonti,TONTI,"1,084",10,0.9,21,1.9,0,0,4,0.4,"1,035",95.5,3,0.3,1,0.1,0,0,10,0.9,41.7874641,-87.7078015
609895,Turner-drew,Turner-Drew Elementary Language Academy,3110,Network 11,609895,Turner-Drew Magnet,TURNER-DREW MAGNET,373,0,0,360,96.5,0,0,1,0.3,11,2.9,1,0.3,0,0,0,0,0,0,41.7258197,-87.6304959
610206,Twain,Mark Twain Elementary School,6240,Network 10,610206,Twain,TWAIN,"1,201",231,19.2,10,0.8,0,0,2,0.2,943,78.5,10,0.8,5,0.4,0,0,0,0,41.7990578,-87.75892569999999
400075,Univ Of Chgo Chtr - Donoghue,University of Chicago Charter - Donoghue,2600,Charter,400075,U Of C Chtr - Donoghue,U OF C CHTR - DONOGHUE,550,0,0,527,95.8,0,0,1,0.2,3,0.5,1,0.2,0,0,0,0,18,3.3,41.8274419,-87.6080624
400076,Univ Of Chgo Chtr - Nko,University of Chicago Charter - NKO,3060,Charter,400076,U Of C Chtr - North Kenwood,U OF C CHTR - NORTH KENWOOD,340,7,2.1,319,93.8,0,0,0,0,6,1.8,1,0.3,0,0,0,0,7,2.1,41.8111549,-87.59825889999999
400077,Univ Of Chgo Chtr - Woodlawn,University of Chicago Charter - Woodlawn,3061,Charter,400077,U Of C Chtr - Woodlawn,U OF C CHTR - WOODLAWN,634,1,0.2,619,97.6,0,0,0,0,3,0.5,5,0.8,0,0,1,0.2,5,0.8,41.7785315,-87.5980675
400078,Univ Of Chgo Chtr - Woodson,University of Chicago Charter - Carter G Woodson,3062,Charter,400078,U of C Chtr - Woodson,U OF C CHTR - WOODSON,372,1,0.3,353,94.9,0,0,0,0,1,0.3,2,0.5,0,0,0,0,15,4,41.8140223,-87.6086873
400101,Uno Chtr  - Sandra Cisneros,UNO Charter - Sandra Cisneros,8094,Charter,400101,UNO Chtr - Gage Park,UNO CHTR - GAGE PARK,555,0,0,4,0.7,0,0,2,0.4,524,94.4,0,0,0,0,0,0,25,4.5,41.823046,-87.69435899999999
400112,Uno Chtr - 51st - Homan,UNO 51st and Homan Charter Elementary School,8671,Charter,400112,UNO Chtr - 51st Homan,UNO CHTR - 51ST HOMAN,573,4,0.7,0,0,0,0,4,0.7,557,97.2,0,0,0,0,0,0,8,1.4,41.8011826,-87.7086906
400081,Uno Chtr - De Las Casas,UNO Charter - Bartolome de Las Casas,3341,Charter,400081,UNO Chtr - Las Casas,UNO CHTR - LAS CASAS,286,0,0,2,0.7,0,0,0,0,281,98.3,1,0.3,0,0,0,0,2,0.7,41.8593726,-87.6680088
400082,Uno Chtr - Fuentes,UNO Charter - Carlos Fuentes,3342,Charter,400082,UNO Chtr - Fuentes,UNO CHTR - FUENTES,576,3,0.5,1,0.2,0,0,1,0.2,559,97,2,0.3,3,0.5,0,0,7,1.2,41.937491,-87.699636
400153,Uno Chtr - Immaculate Conception,UNO Charter 15 ES,9610,Charter,400153,UNO Chtr - 15th Campus,UNO CHTR - 15TH CAMPUS,380,1,0.3,5,1.3,0,0,0,0,372,97.9,0,0,0,0,0,0,2,0.5,41.8132503,-87.6934112
400085,Uno Chtr - Major Hector P.Garcia,UNO Charter School - Major Hector P.Garcia MD Campus,3343,Charter,400085,UNO Chtr - Major Garcia,UNO CHTR - MAJOR GARCIA,648,6,0.9,3,0.5,0,0,4,0.6,627,96.8,0,0,1,0.2,1,0.2,6,0.9,41.808606,-87.7307366
400089,Uno Chtr - Marquez,UNO Charter School - Officer Donald J. Marquez,3346,Charter,400089,UNO Chtr - Marquez,UNO CHTR - MARQUEZ,575,0,0,3,0.5,0,0,1,0.2,543,94.4,0,0,0,0,0,0,28,4.9,41.8085713,-87.6971777
400120,Uno Chtr - Near West,UNO Charter - Near West Elementary,9600,Charter,400120,UNO Chtr - Near West,UNO CHTR - NEAR WEST,576,7,1.2,28,4.9,0,0,1,0.2,524,91,2,0.3,0,0,0,0,14,2.4,41.9177899,-87.78801229999999
400121,Uno Chtr - Northside,UNO Charter - Rogers Park ES,9038,Charter,400121,UNO Chtr - Northside,UNO CHTR - NORTHSIDE,605,8,1.3,61,10.1,0,0,3,0.5,513,84.8,3,0.5,9,1.5,0,0,8,1.3,42.01635479999999,-87.6849634
400083,Uno Chtr - Paz,UNO Charter - Octavio Paz Campus,5810,Charter,400083,UNO Chtr - Paz Interm,UNO CHTR - PAZ INTERM,429,2,0.5,32,7.5,0,0,2,0.5,370,86.2,0,0,0,0,0,0,23,5.4,41.8499318,-87.6922998
400080,Uno Chtr - Pfc Omar E.Torres,UNO Charter School - PFC Omar E.Torres Campus,3345,Charter,400080,UNO Chtr - PFC Torres,UNO CHTR - PFC TORRES,636,4,0.6,7,1.1,0,0,1,0.2,598,94,1,0.2,0,0,0,0,25,3.9,41.808606,-87.7307366
400149,Uno Chtr - Soccer Academy,UNO Soccer Academy High School,9640,Charter,400149,UNO Chtr - Soccer Acad,UNO CHTR - SOCCER ACAD,544,3,0.6,3,0.6,0,0,1,0.2,520,95.6,0,0,1,0.2,0,0,16,2.9,41.8007125,-87.7111073
400079,Uno Chtr - Spc Daniel Zizumbo,UNO Charter School - SPC Daniel Zizumbo Campus,3344,Charter,400079,UNO Chtr - SPC Zizumbo,UNO CHTR - SPC ZIZUMBO,638,9,1.4,1,0.2,0,0,3,0.5,579,90.8,0,0,0,0,0,0,46,7.2,41.808606,-87.7307366
400114,Uno Chtr - St Marks,UNO Charter Elementary School St Marks,8093,Charter,400114,UNO Chtr - St Marks,UNO CHTR - ST MARKS,278,2,0.7,11,4,0,0,1,0.4,262,94.2,0,0,1,0.4,0,0,1,0.4,41.9002725,-87.68989599999999
400084,Uno Chtr - Tamayo,UNO Charter - Rufino Tamayo,3340,Charter,400084,UNO Chtr - Tamayo,UNO CHTR - TAMAYO,288,3,1,0,0,0,0,0,0,285,99,0,0,0,0,0,0,0,0,41.7998488,-87.6937861
610394,Uplift HS,Uplift Community High School,2210,Network 2,610394,Uplift Community HS,UPLIFT COMMUNITY HS,354,10,2.8,285,80.5,0,0,0,0,42,11.9,7,2,8,2.3,0,0,2,0.6,41.96598849999999,-87.6521892
400105,Urban Prep Chtr - Bronzeville,Urban Prep Academy for Young Men - Bronzeville,8027,Charter,400105,Urban Prep Acad - So Shore HS,URBAN PREP ACAD - SO SHORE HS,502,0,0,490,97.6,0,0,0,0,9,1.8,2,0.4,0,0,0,0,1,0.2,41.8311151,-87.61332139999999
400086,Urban Prep Chtr - Englewood,Urban Prep Acad for Young Men Charter - Englewood,7030,Charter,400086,Urban Prep Chtr HS,URBAN PREP CHTR HS,449,0,0,401,89.3,0,0,0,0,1,0.2,3,0.7,0,0,0,0,44,9.8,41.781949,-87.63442270000002
400102,Urban Prep Chtr - West,Urban Prep Academy for Young Men - West,8096,Charter,400102,Urban Prep Acad - E Garfield HS,URBAN PREP ACAD - E GARFIELD HS,476,0,0,455,95.6,0,0,1,0.2,7,1.5,3,0.6,0,0,0,0,10,2.1,41.862675,-87.6600756
610207,Vanderpoel,John H Vanderpoel Elementary Magnet School,6250,Network 10,610207,Vanderpoel Magnet,VANDERPOEL MAGNET,298,1,0.3,291,97.7,0,0,0,0,6,2,0,0,0,0,0,0,0,0,41.7205446,-87.6658052
609766,Vaughn HS,Jacqueline B Vaughn Occupational High School,1920,Network 1,609766,Vaughn Occp HS,VAUGHN OCCP HS,214,40,18.7,68,31.8,0,0,0,0,99,46.3,0,0,7,3.3,0,0,0,0,41.9602399,-87.7644328
609871,Vick,Barbara Vick Early Childhood & Family Center,2920,Network 10,609871,Vick EC Ctr,VICK EC CTR,348,147,42.2,50,14.4,0,0,0,0,137,39.4,5,1.4,2,0.6,1,0.3,6,1.7,41.6881171,-87.6856317
610518,Voise HS,VOISE Academy High School,1145,Network 3,610518,VOISE HS,VOISE HS,341,0,0,314,92.1,0,0,1,0.3,24,7,2,0.6,0,0,0,0,0,0,41.8851391,-87.7626951
610209,Volta,Alessandro Volta Elementary School,6270,Network 1,610209,Volta,VOLTA,"1,034",88,8.5,33,3.2,0,0,6,0.6,653,63.2,2,0.2,246,23.8,1,0.1,5,0.5,41.97142789999999,-87.7250431
610039,Von Linne,Carl von Linne Elementary School,4490,Network 4,610039,Linne,LINNE,677,22,3.2,8,1.2,0,0,1,0.1,586,86.6,7,1,10,1.5,1,0.1,42,6.2,41.9402685,-87.70241949999999
609737,Von Steuben HS,Friedrich W von Steuben Metropolitan Science HS,1610,Network 1,609737,Von Steuben HS,VON STEUBEN HS,"1,666",316,19,194,11.6,0,0,10,0.6,883,53,30,1.8,227,13.6,4,0.2,2,0.1,41.9724943,-87.71346659999999
610366,Wacker,Charles H Wacker Elementary School,8030,Network 11,610366,Wacker,WACKER,245,0,0,245,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7162577,-87.64829759999999
610213,Wadsworth,James Wadsworth Elementary School,6300,Network 9,610213,Wadsworth,WADSWORTH,522,1,0.2,517,99,0,0,1,0.2,2,0.4,0,0,0,0,0,0,1,0.2,41.774602,-87.60127299999999
610216,Walsh,John A Walsh Elementary School,6320,Network 7,610216,Walsh,WALSH,450,7,1.6,29,6.4,0,0,1,0.2,407,90.4,1,0.2,4,0.9,0,0,1,0.2,41.8543632,-87.6486683
610217,"Ward, J",James Ward Elementary School,6330,Network 6,610217,Ward J.,WARD J.,519,22,4.2,115,22.2,0,0,3,0.6,64,12.3,6,1.2,308,59.3,0,0,1,0.2,41.843456,-87.63516050000001
610133,"Ward, L",Laura S Ward Elementary School,5470,Network 5,610133,Ward L.,WARD L.,674,2,0.3,648,96.1,0,0,1,0.1,18,2.7,4,0.6,0,0,0,0,1,0.1,41.8931162,-87.7188542
610218,Warren,Joseph Warren Elementary School,6350,Network 12,610218,Warren,WARREN,343,0,0,334,97.4,0,0,0,0,5,1.5,4,1.2,0,0,0,0,0,0,41.7276686,-87.5752322
609739,Washington HS,George Washington High School,1630,Network 13,609739,Washington G. HS,WASHINGTON G. HS,"1,563",94,6,110,7,1,0.1,17,1.1,"1,322",84.6,4,0.3,0,0,0,0,15,1,41.687694,-87.5379655
610219,"Washington, G",George Washington Elementary School,6360,Network 13,610219,Washington G.,WASHINGTON G.,835,66,7.9,10,1.2,0,0,9,1.1,745,89.2,3,0.4,2,0.2,0,0,0,0,41.6877874,-87.53611099999999
610124,"Washington, H",Harold Washington Elementary School,5380,Network 12,610124,Washington H.,WASHINGTON H.,503,0,0,497,98.8,0,0,0,0,6,1.2,0,0,0,0,0,0,0,0,41.7285417,-87.59661419999999
610220,Waters,Thomas J Waters Elementary School,6370,Network 2,610220,Waters,WATERS,670,301,44.9,22,3.3,0,0,1,0.1,268,40,34,5.1,19,2.8,11,1.6,14,2.1,41.9642621,-87.6919875
610221,Webster,Daniel Webster Elementary School,6380,Network 5,610221,Webster,WEBSTER,337,0,0,335,99.4,0,0,0,0,1,0.3,1,0.3,0,0,0,0,0,0,41.8698221,-87.72730790000001
609740,Wells HS,Wells Community Academy High School,1640,OS4,609740,Wells HS,WELLS HS,596,17,2.9,277,46.5,0,0,2,0.3,294,49.3,4,0.7,1,0.2,1,0.2,0,0,41.899336,-87.6682572
610110,"Wells, I",Ida B Wells Preparatory Elementary Academy,5250,Network 9,610110,Wells Prep,WELLS PREP,490,0,0,420,85.7,0,0,0,0,9,1.8,0,0,0,0,0,0,61,12.4,41.8271544,-87.61983459999999
610223,Wentworth,Daniel S Wentworth Elementary School,6390,Network 11,610223,Wentworth,WENTWORTH,611,0,0,598,97.9,0,0,2,0.3,7,1.1,2,0.3,0,0,0,0,2,0.3,41.7650064,-87.6579155
610100,West Park,West Park Elementary Academy,5140,Network 5,610100,West Park,WEST PARK,646,6,0.9,179,27.7,0,0,1,0.2,458,70.9,1,0.2,0,0,0,0,1,0.2,41.90685269999999,-87.7320853
610542,West Ridge,West Ridge Elementary School,8440,Network 2,610542,Wst Ridge,WST RIDGE,753,225,29.9,55,7.3,0,0,4,0.5,185,24.6,11,1.5,266,35.3,7,0.9,0,0,42.002691,-87.70621539999999
610300,Westcott,Oliver S Westcott Elementary School,7260,Network 11,610300,Westcott,WESTCOTT,420,0,0,401,95.5,0,0,1,0.2,11,2.6,2,0.5,0,0,0,0,5,1.2,41.7487119,-87.6357168
609693,Westinghouse HS,George Westinghouse College Prep,1160,Network 5,609693,Westinghouse HS,WESTINGHOUSE HS,"1,125",23,2,674,59.9,0,0,3,0.3,355,31.6,8,0.7,61,5.4,1,0.1,0,0,41.8891093,-87.7073178
610225,Whistler,John Whistler Elementary School,6420,Network 13,610225,Whistler,WHISTLER,335,1,0.3,331,98.8,0,0,1,0.3,2,0.6,0,0,0,0,0,0,0,0,41.6840503,-87.65509949999999
610315,White,Edward White Elementary Career Academy,7440,Network 13,610315,White,WHITE,183,0,0,180,98.4,0,0,0,0,2,1.1,1,0.5,0,0,0,0,0,0,41.67273549999999,-87.650342
610227,Whitney,Eli Whitney Elementary School,6440,Network 7,610227,Whitney,WHITNEY,"1,097",7,0.6,1,0.1,0,0,1,0.1,"1,054",96.1,3,0.3,0,0,1,0.1,30,2.7,41.8400288,-87.72524469999999
610228,Whittier,John Greenleaf Whittier Elementary School,6450,Network 7,610228,Whittier,WHITTIER,348,4,1.1,0,0,0,0,0,0,344,98.9,0,0,0,0,0,0,0,0,41.8504893,-87.6738943
610230,Wildwood,Wildwood Elementary School,6470,Network 1,610230,Wildwood Magnet,WILDWOOD MAGNET,424,249,58.7,17,4,0,0,0,0,92,21.7,25,5.9,36,8.5,5,1.2,0,0,42.0065902,-87.77739609999999
610380,"Williams, D",Daniel Hale Williams Prep School of Medicine,7200,Network 9,610380,Williams Prep Med HS,WILLIAMS PREP MED HS,300,0,0,284,94.7,0,0,0,0,5,1.7,3,1,2,0.7,0,0,6,2,41.8045878,-87.6247619
609977,Woodlawn,Woodlawn Community Elementary School,3860,Network 9,609977,Woodlawn,WOODLAWN,230,0,0,227,98.7,0,0,0,0,0,0,3,1.3,0,0,0,0,0,0,41.773523,-87.594026
610345,Woodson,Carter G Woodson South Elementary School,7820,Network 9,610345,Woodson South,WOODSON SOUTH,378,1,0.3,350,92.6,0,0,0,0,11,2.9,0,0,0,0,0,0,16,4.2,41.8140835,-87.6087663
610392,World Language HS,World Language Academy High School,4460,Network 7,610392,World Language HS,WORLD LANGUAGE HS,353,1,0.3,36,10.2,0,0,1,0.3,315,89.2,0,0,0,0,0,0,0,0,41.8351441,-87.7351437
610234,Yates,Richard Yates Elementary School,6510,Network 5,610234,Yates,YATES,675,17,2.5,87,12.9,0,0,2,0.3,563,83.4,0,0,2,0.3,3,0.4,1,0.1,41.9146978,-87.7003531
400134,Yccs Chtr - Addams,YCCS-Jane Addams Alternative HS,9051,Charter,400134,YCCS Chtr - Addams,YCCS CHTR - ADDAMS,219,13,5.9,57,26,0,0,1,0.5,143,65.3,1,0.5,4,1.8,0,0,0,0,41.857048,-87.6451017
400125,Yccs Chtr - Aspira Pantoja,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",9042,Charter,400125,YCCS Chtr - ASIPRA,YCCS CHTR - ASIPRA,168,7,4.2,3,1.8,0,0,0,0,157,93.5,1,0.6,0,0,0,0,0,0,41.9379315,-87.72677089999999
400126,Yccs Chtr - Association House,"YCCS-Association House, El Cuarto Ano HS",9043,Charter,400126,YCCS Chtr - Assoc. House,YCCS CHTR - ASSOC. HOUSE,155,3,1.9,42,27.1,0,0,0,0,108,69.7,1,0.6,1,0.6,0,0,0,0,41.9018592,-87.7067781
400127,Yccs Chtr - Austin Career,YCCS-Austin Career Education Center HS,9044,Charter,400127,YCCS Chtr - Austin Career,YCCS CHTR - AUSTIN CAREER,187,0,0,178,95.2,0,0,0,0,6,3.2,2,1.1,1,0.5,0,0,0,0,41.895186,-87.760325
400131,Yccs Chtr - Campos,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,9601,Charter,400131,YCCS Chtr - Campos,YCCS CHTR - CAMPOS,170,4,2.4,27,15.9,0,0,0,0,133,78.2,1,0.6,1,0.6,0,0,4,2.4,41.90264000000001,-87.695976
400128,Yccs Chtr - Cca Academy,YCCS-CCA Academy HS,9045,Charter,400128,YCCS Chtr - CCA Academy,YCCS CHTR - CCA ACADEMY,190,0,0,186,97.9,0,0,1,0.5,3,1.6,0,0,0,0,0,0,0,0,41.865081,-87.7247639
400150,Yccs Chtr - Chatham,YCCS-Chatham Academy HS,9599,Charter,400150,YCCS Chtr - Chatham Academy,YCCS CHTR - CHATHAM ACADEMY,181,0,0,177,97.8,0,0,0,0,2,1.1,2,1.1,0,0,0,0,0,0,41.7300088,-87.6069874
400145,Yccs Chtr - Community Academy,YCCS-Youth Connection Leadership Academy HS,9062,Charter,400145,YCCS Chtr - Youth Connection,YCCS CHTR - YOUTH CONNECTION,250,0,0,246,98.4,0,0,0,0,3,1.2,1,0.4,0,0,0,0,0,0,41.8324121,-87.6268522
400123,Yccs Chtr - Community Service,YCCS-Academy of Scholastic Achievement HS,9040,Charter,400123,YCCS Chtr - Scholastic,YCCS CHTR - SCHOLASTIC,198,0,0,198,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8805207,-87.74198489999999
400129,Yccs Chtr - Houston,YCCS-Charles Hamilton Houston Alternative HS,9046,Charter,400129,YCCS Chtr - Houston,YCCS CHTR - HOUSTON,144,0,0,143,99.3,0,0,0,0,1,0.7,0,0,0,0,0,0,0,0,41.809164,-87.615686
400133,Yccs Chtr - Innovations,YCCS-Innovations of Arts Integration HS,9602,Charter,400133,YCCS Chtr - Innovations,YCCS CHTR - INNOVATIONS,303,2,0.7,279,92.1,0,0,0,0,18,5.9,3,1,1,0.3,0,0,0,0,41.8117593,-87.63206509999999
400135,Yccs Chtr - Latino Youth,YCCS-Latino Youth Alternative HS,9052,Charter,400135,YCCS Chtr - Lation Youth,YCCS CHTR - LATION YOUTH,199,1,0.5,14,7,0,0,0,0,184,92.5,0,0,0,0,0,0,0,0,41.854808,-87.69518400000001
400124,Yccs Chtr - Mckinley,YCCS-Ada S. McKinley-Lakeside HS,9041,Charter,400124,YCCS Chtr - McKinley-Lakeside,YCCS CHTR - MCKINLEY-LAKESIDE,177,0,0,174,98.3,0,0,0,0,3,1.7,0,0,0,0,0,0,0,0,41.84137339999999,-87.6252432
400136,Yccs Chtr - Olive Harvey,YCCS-Olive Harvey Middle College HS,9053,Charter,400136,YCCS Chtr - Harvey Middle,YCCS CHTR - HARVEY MIDDLE,186,2,1.1,173,93,0,0,1,0.5,10,5.4,0,0,0,0,0,0,0,0,41.7105365,-87.59211599999999
400139,Yccs Chtr - Sullivan,YCCS-Sullivan House Alternative HS,9056,Charter,400139,YCCS Chtr - Sullivan House,YCCS CHTR - SULLIVAN HOUSE,314,1,0.3,306,97.5,0,0,0,0,6,1.9,1,0.3,0,0,0,0,0,0,41.745947,-87.578591
400141,Yccs Chtr - Truman,YCCS-Truman Middle College HS,9058,Charter,400141,YCCS Chtr - Truman Middle,YCCS CHTR - TRUMAN MIDDLE,212,26,12.3,75,35.4,0,0,2,0.9,100,47.2,3,1.4,4,1.9,2,0.9,0,0,41.9650863,-87.6590226
400142,Yccs Chtr - Virtual,YCCS-Virtual HS,9059,Charter,400142,YCCS Chtr - Virtual,YCCS CHTR - VIRTUAL,172,8,4.7,116,67.4,0,0,0,0,45,26.2,2,1.2,0,0,0,0,1,0.6,41.8769174,-87.67394039999999
