SchoolID,lat,lng
400010,41.795972,-87.62630279999999
400146,41.8920702,-87.7472655
609772,41.6988814,-87.53289
609773,41.9339239,-87.6557787
610513,41.8284801,-87.63269989999999
610212,41.9710949,-87.70946350000001
609774,41.929482,-87.64608170000001
610524,41.9356386,-87.6802788
609848,41.65733760000001,-87.6070331
400012,41.7708441,-87.63258569999999
609780,41.91634930000001,-87.72232869999999
609695,41.9751493,-87.6799965
609951,41.8111549,-87.59825889999999
609777,41.8340174,-87.64999089999999
609779,42.01034689999999,-87.6850224
610287,41.7423623,-87.7095047
610268,41.7400343,-87.6009832
400013,41.9374637,-87.7267682
400017,41.96633509999999,-87.72183179999999
400015,41.9128678,-87.6964062
609781,41.8024973,-87.6258326
609782,41.9453833,-87.6811506
400018,41.8851391,-87.7626951
610501,41.8851391,-87.7626951
609786,41.7485087,-87.5911282
610544,41.7711079,-87.7385027
610563,41.80774359999999,-87.6776045
610555,41.909154,-87.7525802
609788,41.7053141,-87.6585159
609789,41.9326996,-87.73987790000001
609790,41.7542839,-87.6711625
609791,41.7752089,-87.65402399999999
609792,41.958303,-87.7025531
610083,41.9699424,-87.7900097
610246,41.79846550000001,-87.6250506
609796,41.9719691,-87.75703999999999
610237,41.8091973,-87.62689449999999
609797,41.8851931,-87.70540779999999
609798,41.958895,-87.733679
609799,41.9495311,-87.68662119999999
609922,41.9211855,-87.7581093
609800,41.71052479999999,-87.6169857
610350,41.729614,-87.576382
609803,41.9509619,-87.664931
610087,41.776342,-87.790536
609698,41.7492235,-87.720959
610238,41.765743,-87.65377000000001
609804,42.0039664,-87.6979523
609815,41.7613022,-87.5761752
609806,41.7548658,-87.55777669999999
610242,41.9600422,-87.6492392
609809,41.9310377,-87.69608029999999
609810,41.9499149,-87.7993505
609811,41.700046,-87.562815
610317,41.8239728,-87.6917543
400019,41.8194509,-87.6269813
610381,41.8045878,-87.6247619
609726,41.6940693,-87.6158744
610091,41.6648631,-87.6386967
609812,41.882633,-87.6705831
609813,41.7715893,-87.62140649999999
609830,41.897651,-87.7658702
609817,41.9753187,-87.6968823
609818,41.9175247,-87.7819925
609819,41.7970776,-87.6160457
609820,41.9380961,-87.6698682
609821,41.7145593,-87.5673772
609827,41.7286605,-87.6076788
609828,41.91212700000001,-87.6686796
609829,41.8288647,-87.69269919999999
609832,41.79486319999999,-87.7912144
609833,41.7392845,-87.5815346
610572,41.7527183,-87.5510144
610573,41.7527183,-87.5510144
609835,41.9040722,-87.7182183
610539,41.9348934,-87.7700349
609836,41.9480675,-87.82976459999999
610024,41.8482581,-87.71589159999999
609837,41.7832793,-87.59106659999999
609839,41.7421281,-87.6968203
609842,41.793112,-87.687934
609844,41.7899955,-87.62237089999999
609845,41.653758,-87.5998011
609760,41.6590217,-87.58372659999999
610021,41.90404179999999,-87.71457550000001
609849,41.6874239,-87.70391350000001
609826,41.8455301,-87.7148448
400020,41.8572115,-87.707832
400115,41.77128020000001,-87.6931788
400021,41.8823875,-87.76545449999999
610251,41.8832454,-87.6993324
609851,41.86649999999999,-87.69526169999999
609852,41.9746782,-87.6832515
609853,41.9181414,-87.6943248
610148,41.8073353,-87.6656974
400161,41.6793949,-87.6178825
400035,42.0134245,-87.6751427
610248,41.94296689999999,-87.7769852
610340,41.94296689999999,-87.7769852
400091,41.8631989,-87.65934179999999
609753,41.6880836,-87.7179871
400022,41.89930469999999,-87.6948322
400147,41.6921971,-87.65437949999999
609754,41.8300966,-87.619287
400036,41.8809778,-87.65001889999999
609674,41.7369592,-87.57314769999999
609854,41.8970556,-87.6885276
609855,41.8016584,-87.6856696
400159,41.9222473,-87.7573948
400023,41.7428973,-87.5877066
400025,41.92251419999999,-87.68095149999999
400113,41.9074607,-87.6455106
400032,41.7483779,-87.6690222
400108,41.65341249999999,-87.6010853
400027,41.9505445,-87.7106689
400092,41.6536949,-87.6049634
400033,41.72020000000001,-87.656308
400026,41.7200739,-87.65705
400034,41.9908741,-87.72745689999999
400030,41.9212827,-87.7768304
400024,41.7941734,-87.6700657
400028,41.6844595,-87.6167967
400029,41.7836169,-87.6221676
400031,41.7457239,-87.69253479999999
610347,41.7778083,-87.6815104
609795,41.8679279,-87.7702046
610244,41.87267749999999,-87.75244029999999
609856,41.654584,-87.544389
609759,41.9023033,-87.6869188
609857,41.9519284,-87.706458
609859,41.9924039,-87.6982549
609861,41.6929627,-87.68029709999999
610199,41.67754830000001,-87.6594399
609862,41.741744,-87.565468
610499,41.86452449999999,-87.7022152
610170,41.8108949,-87.7045395
609863,41.8996893,-87.6814153
400038,41.86502979999999,-87.72496749999999
609864,41.7458161,-87.6598508
609866,41.9554091,-87.6839763
609867,41.8561772,-87.66726390000001
609869,41.7845734,-87.65739909999999
609870,41.8455541,-87.7319419
609761,41.7065107,-87.6026697
610355,41.9616955,-87.66358290000001
610561,41.8772624,-87.68291719999999
609702,41.8772624,-87.68291719999999
609873,41.852819,-87.7128551
610003,41.7427571,-87.65355939999999
610004,41.7002943,-87.6115035
609756,41.8022402,-87.721707
609900,41.6853515,-87.6222087
610239,41.8025125,-87.6724515
609875,41.9234551,-87.7052937
610521,41.771165,-87.666045
609876,41.8222271,-87.7002991
609879,41.7455946,-87.71863139999999
610313,41.9058281,-87.6855231
609880,42.0095099,-87.70490769999999
609883,41.762424,-87.624028
610367,41.8780939,-87.7659401
610252,41.8796875,-87.6806019
609884,41.9425567,-87.81359049999999
610402,41.9411699,-87.6911824
609885,41.7959272,-87.6424021
609874,41.9730575,-87.84178089999999
610515,41.9504273,-87.73052659999999
610564,41.9522637,-87.72047649999999
610363,41.9567418,-87.64699139999999
609887,41.743127,-87.611012
609888,41.8890389,-87.704657
609891,41.8311181,-87.6128428
609893,41.780505,-87.78748530000001
610245,41.8900969,-87.76702
609894,41.8441791,-87.62886
609896,41.9157817,-87.6745452
610364,41.65365660000001,-87.6140063
610263,41.779957,-87.61687769999999
609676,41.8406297,-87.6180455
610188,41.6970253,-87.6400893
610352,41.73904700000001,-87.7298805
610254,41.8584928,-87.71576329999999
609736,41.8013958,-87.61238639999999
610316,41.7263394,-87.58284689999999
609897,41.7811501,-87.67533999999999
609898,41.774628,-87.70833510000001
609899,42.0043537,-87.8106409
609901,41.9997444,-87.76266190000001
609794,41.9710949,-87.70946350000001
610523,41.9941977,-87.8136821
609903,41.8053434,-87.7254019
609904,41.8855384,-87.7663785
400094,41.7449535,-87.54965849999999
609907,41.8758867,-87.7162518
400039,41.906965,-87.6941118
609908,41.689107,-87.669517
609909,41.8317383,-87.68108219999999
610319,41.8291339,-87.66753489999999
610362,41.71523699999999,-87.6393976
610565,41.7636438,-87.6489991
610057,41.7806457,-87.6917009
609910,41.93582989999999,-87.75051289999999
610055,41.8798883,-87.7082623
609912,41.9797454,-87.7662909
609704,41.84897429999999,-87.70864739999999
609705,41.6896803,-87.6383546
609917,41.7110091,-87.64035349999999
609918,42.0096198,-87.6700723
609967,41.8494924,-87.68664059999999
609919,41.7852614,-87.60854289999999
400042,41.869208,-87.709929
609708,41.9397716,-87.7527327
609924,41.7301465,-87.65532809999999
609927,41.7388577,-87.668317
609926,41.906397,-87.6355614
610503,41.866802,-87.726444
400040,41.8619571,-87.7182011
609928,41.81810189999999,-87.6121644
609929,41.797134,-87.66868699999999
609930,41.917931,-87.717343
609709,41.7910494,-87.68944950000001
400041,41.8972387,-87.72185999999999
609933,42.020712,-87.6712751
610009,41.8711682,-87.65348390000001
609935,41.706929,-87.534677
610128,41.7066016,-87.6475273
609937,41.9760619,-87.7958862
609938,41.8379745,-87.7188503
609939,41.725211,-87.62341599999999
400009,41.8074042,-87.7401828
609942,41.9228571,-87.69319200000001
609943,41.6705466,-87.62318929999999
610558,41.7539852,-87.7073788
609945,41.9759561,-87.6580654
609947,41.8134221,-87.643249
609769,41.849591,-87.62539749999999
609949,41.9490944,-87.75741289999999
609850,41.9532365,-87.65075259999999
610032,41.7193739,-87.6524659
609952,41.8298658,-87.6711464
609954,41.8707997,-87.7186199
609955,41.7392213,-87.64494239999999
609956,41.7756055,-87.7582534
609944,41.66191999999999,-87.553792
609958,41.81327659999999,-87.69926219999999
609959,41.8497616,-87.63380149999999
609960,41.780251,-87.7768509
609808,41.6867911,-87.6337276
609963,41.9454296,-87.6707366
609964,41.8072923,-87.6609932
609966,41.8525332,-87.6958882
609807,41.75376,-87.708978
609694,41.7918745,-87.7249574
610068,41.9232753,-87.7620772
609710,41.7183937,-87.6210565
609711,41.7748285,-87.6695089
609969,41.793709,-87.586698
609971,41.75751229999999,-87.6323159
609972,41.9637308,-87.7232137
609974,41.9423571,-87.6574886
609975,41.8995468,-87.7557253
609976,41.9947363,-87.66849959999999
609979,41.839471,-87.6404791
609981,41.8085418,-87.7461271
609983,41.8073034,-87.67311570000001
609985,41.8785072,-87.7358885
609986,41.7907355,-87.67217459999999
609987,41.8159709,-87.63356619999999
609988,41.9586697,-87.71592419999999
610532,41.7937008,-87.71190849999999
609991,41.8619571,-87.7182011
609994,41.970866,-87.7103849
610295,41.6809597,-87.64722809999999
610299,41.7652597,-87.64109739999999
609712,41.7542231,-87.6016465
609995,41.983825,-87.77861899999999
609996,41.838398,-87.654055
609997,41.7938661,-87.64966179999999
609768,41.7933743,-87.6409596
400043,41.883751,-87.6679178
610000,41.89354669999999,-87.7599539
610002,41.7332539,-87.56789680000001
609741,41.780545,-87.71791999999999
610005,41.8605691,-87.732568
610368,41.705277,-87.629223
610006,41.7664033,-87.7191981
609713,41.7821852,-87.5870514
400148,41.845649,-87.6841139
400164,41.8457485,-87.68586049999999
610384,41.8351441,-87.7351437
400104,41.8457485,-87.68586049999999
610078,41.9487247,-87.65127
400162,41.8815549,-87.6277744
610121,41.8717354,-87.6832998
610060,41.87474,-87.660928
610369,41.733882,-87.64707469999999
610010,41.9389308,-87.675884
