SchoolID,lat,lng
610011,41.9839523,-87.7007649
609783,41.8679762,-87.68061399999999
610012,41.9021258,-87.6408307
610271,41.8737346,-87.7021206
610274,41.8618722,-87.7035846
609678,41.8729372,-87.6279825
609805,41.7494853,-87.66908699999999
609865,42.0170685,-87.67801
609764,41.8537247,-87.6636565
609762,41.70594639999999,-87.65424
610015,41.858595,-87.6524661
609920,41.850714,-87.704937
610084,41.69710389999999,-87.69716009999999
609925,41.870351,-87.702131
610016,41.7252511,-87.67684919999999
609715,41.8189749,-87.6950904
609716,41.9271603,-87.73609259999999
609718,41.7905267,-87.78010789999999
609746,41.8034978,-87.59009069999999
610019,41.7767206,-87.6411881
610022,42.0041902,-87.6684729
609751,41.8138729,-87.60296009999999
610026,41.7893586,-87.77927609999999
610027,41.7242232,-87.639641
400044,41.8583372,-87.7217845
400163,41.7933743,-87.6409596
610030,41.79814409999999,-87.6022222
609719,41.9549646,-87.6686466
609720,41.945431,-87.690618
609993,41.8094736,-87.67226169999999
610520,41.9024109,-87.67430440000001
610033,41.9136456,-87.6377921
610208,41.6962921,-87.627887
610034,41.8628889,-87.71292729999999
400046,41.867149,-87.710905
400151,41.887545,-87.70240559999999
400048,41.887545,-87.70240559999999
400111,41.7430469,-87.6656924
400165,41.887545,-87.70240559999999
400047,41.8778964,-87.6989414
400107,41.732887,-87.5450539
610291,41.7752394,-87.7292935
400049,41.8566228,-87.7305377
400119,41.887454,-87.67465200000001
610305,41.8737146,-87.75580939999999
610298,41.7466573,-87.62763369999999
610036,41.90715489999999,-87.7543032
610037,41.7977233,-87.65983849999999
610038,41.9243633,-87.6446323
609738,41.91840819999999,-87.64584479999999
610391,41.7821917,-87.6719195
610039,41.9402685,-87.70241949999999
400137,41.8099001,-87.599668
609834,41.8439268,-87.7172404
610040,41.9190325,-87.74826039999999
400011,41.8770667,-87.7051214
610041,41.9319516,-87.7963231
610325,41.9342234,-87.70804609999999
610541,41.9400535,-87.7242263
610043,41.9126297,-87.78426280000001
610044,41.9066526,-87.7105648
610029,41.9088438,-87.6651862
610046,41.934333,-87.77688859999999
610215,41.8411492,-87.7053165
610047,41.7601336,-87.59051280000001
610574,41.7522253,-87.5757673
610048,41.9075509,-87.64007319999999
609722,41.870759,-87.6998844
610052,41.7488632,-87.5747265
610502,41.87891750000001,-87.68838799999999
610053,41.7745007,-87.6972144
610054,41.7168945,-87.55239569999999
609723,41.8789427,-87.7071788
610321,41.9522637,-87.72047649999999
610056,41.8566228,-87.7305377
609724,41.9880628,-87.7009466
610059,41.92287200000001,-87.6575052
610290,41.773192,-87.6368395
609968,41.9146522,-87.7234141
610062,41.8303162,-87.640913
610063,41.8424252,-87.70620459999999
610269,41.97125399999999,-87.6544199
610066,41.734354,-87.618014
610312,41.7328045,-87.5899013
610067,41.7677443,-87.6915121
610353,41.8245538,-87.71140009999999
610282,41.8980098,-87.7470306
610070,41.96813239999999,-87.67693229999999
610293,41.8788585,-87.7246271
609902,41.6695151,-87.6342134
610171,41.73142060000001,-87.55294820000002
610073,41.8919519,-87.68331320000001
610566,41.867589,-87.706661
610276,41.81472369999999,-87.61644770000001
610074,41.9295238,-87.71908289999999
610075,41.86483279999999,-87.6668675
400116,41.7741847,-87.67533379999999
610076,41.9128678,-87.6964062
609725,41.6922179,-87.66532769999999
610077,41.783676,-87.6880432
610257,41.8890389,-87.704657
610088,41.9213743,-87.7224669
610082,41.69599059999999,-87.70537759999999
610086,41.7023021,-87.648142
610385,41.8351441,-87.7351437
610089,41.9501479,-87.7166177
610090,41.7980018,-87.59342939999999
400050,41.825728,-87.6676207
610092,41.8920702,-87.7472655
610231,41.8522221,-87.6289518
610093,41.7390451,-87.62103789999999
610094,41.9413046,-87.64445529999999
610284,42.0077747,-87.6724574
610323,41.734564,-87.557508
610095,41.914189,-87.646788
609793,41.7845981,-87.6476722
610096,41.7981868,-87.68941559999999
609961,41.7438367,-87.5527865
610097,41.9193877,-87.73101369999999
400045,41.6979709,-87.6309575
610098,41.9062339,-87.729492
400052,41.7640694,-87.60243559999999
400057,41.8654229,-87.67564279999999
400117,41.7350463,-87.6509086
400097,41.87907000000001,-87.6784704
400056,41.8951857,-87.71813209999999
400156,41.7065107,-87.6026697
400106,41.7784576,-87.63548829999999
400053,41.8954949,-87.6644366
400118,41.869208,-87.709929
400157,41.734564,-87.557508
400054,41.9149117,-87.7297341
400055,41.8922657,-87.6609999
400051,41.9001416,-87.6628518
400098,41.8822865,-87.6274617
400059,41.86452449999999,-87.7022152
400058,41.8572115,-87.707832
610354,41.9620879,-87.7075605
609691,41.9123295,-87.7351569
609749,41.981241,-87.70767099999999
609744,41.9833796,-87.72158879999999
610051,41.9211855,-87.7581093
610099,41.989235,-87.8026622
610101,41.90003069999999,-87.6294499
610529,41.8937782,-87.6584693
610102,41.7552011,-87.64538449999999
610103,41.7683371,-87.5729967
610569,42.0172747,-87.806905
610104,41.9937141,-87.7931358
610105,41.9787866,-87.8120682
610329,41.8579867,-87.6750768
610389,41.8940713,-87.7260458
609950,41.8382454,-87.717398
610107,41.89265390000001,-87.6655331
610108,41.7741847,-87.67533379999999
610109,41.74289479999999,-87.7055178
610111,41.97296,-87.7386609
610115,41.7669065,-87.611601
610112,41.7708441,-87.63258569999999
610116,41.7686134,-87.58320189999999
400060,41.9832766,-87.67123509999999
610117,41.7871479,-87.7324652
610568,41.939609,-87.705423
610557,41.7352401,-87.7038724
609680,41.901666,-87.635232
610386,41.80356,-87.667613
610120,41.7882691,-87.7193163
610122,41.9832047,-87.66673879999999
610123,41.8583372,-87.7217845
609872,41.8556453,-87.6583843
610126,41.8359146,-87.61854799999999
400064,41.8563189,-87.62813539999999
400062,41.7461051,-87.6522342
400061,41.7461051,-87.6522342
400066,41.8279863,-87.6243999
610127,41.9816988,-87.71283419999999
609727,41.823806,-87.6199445
610304,41.87891750000001,-87.68838799999999
610106,41.90021429999999,-87.7318907
610129,41.8524745,-87.68399959999999
610013,41.8590571,-87.66316900000001
610130,41.7406771,-87.6084994
610131,41.8605584,-87.69261279999999
400068,41.8725068,-87.7635021
610132,41.702558,-87.60630979999999
400069,41.8923773,-87.7080654
610135,41.9571504,-87.76110419999999
610281,41.760168,-87.55610899999999
610136,41.9290816,-87.66922749999999
610533,41.9211341,-87.7651628
610229,41.9068861,-87.6780938
400109,41.72089440000001,-87.66231169999999
400070,41.902656,-87.66338760000001
609679,41.9193548,-87.7618808
400071,41.7755601,-87.6640159
610137,41.965887,-87.77296
610138,41.918734,-87.68377149999999
610139,41.6888097,-87.60953300000001
610334,41.8860663,-87.7156456
609941,41.760634,-87.67637959999999
610141,41.9610293,-87.67126119999999
610142,41.7922303,-87.5943728
610143,41.80433,-87.605137
610144,41.9410275,-87.719067
610145,41.94260209999999,-87.7690709
610146,41.7644336,-87.6000725
609682,41.8028204,-87.66196459999999
610390,41.9892455,-87.6666223
609707,41.7702519,-87.6368723
610256,41.817471,-87.598843
610147,42.0153797,-87.69676
609728,41.9650389,-87.7144907
400096,41.9078093,-87.6645798
610308,41.8835995,-87.66937539999999
610152,41.7519718,-87.6177101
610125,41.8479002,-87.6812235
610153,41.73517349999999,-87.6394761
610342,41.9072003,-87.6828914
610250,41.9014848,-87.6340307
610226,41.79301419999999,-87.71237339999999
610017,41.8478891,-87.69538109999999
610155,41.9912865,-87.74636369999999
610157,41.7976971,-87.7050688
610158,41.9138284,-87.79926669999999
610159,41.9413315,-87.73284029999999
610383,41.8351441,-87.7351437
610178,41.7175507,-87.5970387
610165,41.9303572,-87.76127439999999
609729,41.947268,-87.73561199999999
609730,41.9892455,-87.6666223
610167,41.809893,-87.66888639999999
400072,41.7526674,-87.60035429999999
400073,41.8045878,-87.6247619
400074,41.7678338,-87.6675638
610081,41.8442331,-87.64119889999999
610172,41.7998366,-87.6504673
610173,41.7906272,-87.6322292
610174,41.8159166,-87.6895483
610559,41.80650929999999,-87.6897709
610175,41.8047591,-87.5943398
610176,41.69143529999999,-87.6585877
609692,41.746942,-87.634677
609750,41.8646142,-87.6683561
610177,41.8795976,-87.6591186
610534,41.9053006,-87.6452217
609978,41.7074789,-87.6053889
610179,41.9590292,-87.7821491
610180,41.8649951,-87.6540125
610182,41.9940348,-87.72466849999999
610543,41.7951935,-87.7116076
609990,41.8668292,-87.62894140000002
610530,41.7672347,-87.59025280000002
610547,41.7583583,-87.5768501
609745,41.7598391,-87.6760302
610183,41.8848557,-87.75074769999999
610184,41.8478175,-87.69972229999999
610357,41.8478175,-87.69972229999999
610339,41.7587011,-87.6493411
609732,41.935631,-87.78415199999999
610548,41.868721,-87.66438140000001
610185,41.7471357,-87.7319927
610163,42.0167079,-87.8144064
610191,41.9954156,-87.6843866
610192,41.9126433,-87.7131134
610405,41.8831457,-87.67721
610193,41.7440595,-87.5426627
609733,42.0023031,-87.6692692
610194,41.8705731,-87.734166
610195,41.711022,-87.67630799999999
610196,41.98899429999999,-87.6585765
609734,41.9828878,-87.79197529999999
610197,41.8927413,-87.6742009
610249,41.7941537,-87.690652
610279,41.76066700000001,-87.6069055
610396,41.7645049,-87.70631399999999
610198,41.7156267,-87.5332614
610506,41.781949,-87.63442270000002
609921,41.8478891,-87.69538109999999
610504,41.827807,-87.67763289999999
610200,41.732887,-87.5450539
610201,41.94894499999999,-87.777823
609735,41.8075276,-87.64235269999999
610065,41.7755789,-87.6091119
610202,41.884245,-87.72974599999999
610203,41.7874641,-87.7078015
609895,41.7258197,-87.6304959
610206,41.7990578,-87.75892569999999
400075,41.8274419,-87.6080624
400076,41.8111549,-87.59825889999999
400077,41.7785315,-87.5980675
400078,41.8140223,-87.6086873
400153,41.8132503,-87.6934112
400112,41.8011826,-87.7086906
400082,41.937491,-87.699636
400101,41.823046,-87.69435899999999
400081,41.8593726,-87.6680088
400085,41.808606,-87.7307366
400089,41.8085713,-87.6971777
400120,41.9177899,-87.78801229999999
400121,42.01635479999999,-87.6849634
400083,41.8499318,-87.6922998
400080,41.808606,-87.7307366
400149,41.8007125,-87.7111073
400079,41.808606,-87.7307366
400114,41.9002725,-87.68989599999999
400084,41.7998488,-87.6937861
610394,41.96598849999999,-87.6521892
400102,41.862675,-87.6600756
400105,41.8311151,-87.61332139999999
400086,41.781949,-87.63442270000002
610207,41.7205446,-87.6658052
609766,41.9602399,-87.7644328
609871,41.6881171,-87.6856317
610518,41.8851391,-87.7626951
610209,41.97142789999999,-87.7250431
609737,41.9724943,-87.71346659999999
610366,41.7162577,-87.64829759999999
610213,41.774602,-87.60127299999999
610216,41.8543632,-87.6486683
610217,41.843456,-87.63516050000001
610133,41.8931162,-87.7188542
610218,41.7276686,-87.5752322
610219,41.6877874,-87.53611099999999
609739,41.687694,-87.5379655
610124,41.7285417,-87.59661419999999
610220,41.9642621,-87.6919875
610221,41.8698221,-87.72730790000001
609740,41.899336,-87.6682572
610110,41.8271544,-87.61983459999999
610223,41.7650064,-87.6579155
610100,41.90685269999999,-87.7320853
610300,41.7487119,-87.6357168
609693,41.8891093,-87.7073178
610225,41.6840503,-87.65509949999999
610315,41.67273549999999,-87.650342
610227,41.8400288,-87.72524469999999
610228,41.8504893,-87.6738943
610230,42.0065902,-87.77739609999999
610380,41.8045878,-87.6247619
609977,41.773523,-87.594026
610345,41.8140835,-87.6087663
610392,41.8351441,-87.7351437
610542,42.002691,-87.70621539999999
610234,41.9146978,-87.7003531
400134,41.857048,-87.6451017
400125,41.9379315,-87.72677089999999
400126,41.9018592,-87.7067781
400127,41.895186,-87.760325
400131,41.90264000000001,-87.695976
400128,41.865081,-87.7247639
400150,41.7300088,-87.6069874
400130,41.7513059,-87.6416327
400136,41.7105365,-87.59211599999999
400129,41.809164,-87.615686
400133,41.8117593,-87.63206509999999
400135,41.854808,-87.69518400000001
400124,41.84137339999999,-87.6252432
400123,41.8805207,-87.74198489999999
400139,41.745947,-87.578591
400141,41.9650863,-87.6590226
400142,41.8769174,-87.67394039999999
400143,41.8905965,-87.702801
400144,41.9019333,-87.7493819
400145,41.8324121,-87.6268522
400087,41.84445300000001,-87.61838
609748,41.8425353,-87.69709080000001
610235,41.9061721,-87.7675424
609755,41.8782714,-87.6635842
609973,41.8412173,-87.7344897
