Unit,FY00_Name,FY00Total,FY00_WhitePct,Fy00_AfrianAmericanPct,FY00_AsianPct,FY00_HispanicPct
1590,Tilden Acad,1035,9.3,53.2,0.2,37.3
6210,Tilton,604,0,100,0,0
6220,Tonti,934,5.4,3.5,0.5,90.6
5320,Triumphant Charter,169,0,95.3,0,4.7
6230,Trumbull,564,16,9.6,17,57.3
7900,Truth,627,0.6,98.6,0,0.8
3110,Turner-Drew Language,403,5.2,92.1,0.2,1.7
6240,Twain,826,62.7,4.4,1.7,30.9
6260,Van Vlissingen,841,0,100,0,0
6250,Vanderpoel Magnet,309,1,95.8,0,3.2
1920,Vaughn HS,177,18.1,45.8,0.6,35.6
6270,Volta,946,16.9,3.8,26.1,53.2
6280,Von Humboldt,1330,1.4,31.8,0.7,65.7
1610,Von Steuben Magnet HS,1445,29,26.9,18.4,25.1
8030,Wacker,310,0,100,0,0
6300,Wadsworth,534,0,100,0,0
6320,Walsh,533,1.9,3,0,95.1
6330,"Ward, J.",464,17.5,16.8,50.4,15.3
5470,"Ward, L.",752,0,100,0,0
6350,Warren,479,0.2,98.5,0,0.8
1630,Washington HS,1519,12.7,16.1,0.3,70.7
6360,"Washington, G.",665,21.7,0.6,0.3,77.1
5380,"Washington, H.",722,0.4,99.6,0,0
6370,Waters,622,23.2,4.5,3.9,68
6380,Webster,651,0,100,0,0
1640,Wells Comm Acad,1257,5.3,16.3,0.2,78
5250,Wells Prep,185,0,100,0,0
6390,Wentworth,769,0.3,99.7,0,0
5140,West Park Acad,853,1.4,37.9,0.2,59
6400,West Pullman,585,0.3,99.7,0,0
7260,Westcott,712,0,100,0,0
1160,Westinghouse Vocational,1399,0,98.9,0,1.1
6420,Whistler,656,0.3,99.4,0,0.3
7440,White,257,0.4,96.9,0,2.7
6440,Whitney,1262,0.2,0.1,0.1,99.5
6450,Whittier,502,1.8,0,0,98.2
6470,Wildwood,286,39.9,7.3,8.7,44.1
6490,Williams,868,0,100,0,0
4260,Wirth Experimental,312,0.6,98.4,0,1
3860,Woodlawn Comm,187,0,100,0,0
7080,Woods Acad,862,0,100,0,0
7750,Woodson North,343,1.5,90.1,0,8.5
7820,Woodson South,518,0,100,0,0
7500,Wright,345,0,100,0,0
6500,Yale,490,0,100,0,0
6510,Yates,1075,2.2,19.6,0,77.9
6520,"Young, E.",1653,0.1,97.5,0,2.5
1810,"Young, W. Magnet HS",2226,23.9,41.3,15.5,18.9
1121,Youth Connections Chtr,1242,4.6,68.6,1.4,25.2
3820,Zapata Acad,802,0.2,0.4,0.1,99.3
,,,,,,
,,,,,,
